&,-l -> <1>,<2>,cd	confidence:0.8136645962732919
ll,man,z -> <1>,cd	confidence:0.9658119658119658
<1>,cd,man,z -> ll	confidence:0.8560606060606061
cd,man,z -> <1>,ll	confidence:0.8560606060606061
cd,ll,mv,rm -> <1>	confidence:1.0
<1>,ll,mv,rm -> cd	confidence:0.9901477832512315
ll,mv,rm -> <1>,cd	confidence:0.9901477832512315
cd,ll,mv,vi -> <1>	confidence:1.0
<1>,ll,mv,vi -> cd	confidence:0.9801980198019802
ll,mv,vi -> <1>,cd	confidence:0.9801980198019802
cd,ll,rm,vi -> <1>	confidence:1.0
<1>,ll,rm,vi -> cd	confidence:0.9825174825174825
ll,rm,vi -> <1>,cd	confidence:0.9825174825174825
cd,ll,rm,z -> <1>	confidence:1.0
<1>,ll,rm,z -> cd	confidence:0.9477611940298507
ll,rm,z -> <1>,cd	confidence:0.9477611940298507
cd,ll,rm,| -> <1>	confidence:1.0
<1>,ll,rm,| -> cd	confidence:0.9917355371900827
ll,rm,| -> <1>,cd	confidence:0.9917355371900827
cd,ll,vi,z -> <1>	confidence:1.0
<1>,ll,vi,z -> cd	confidence:0.949685534591195
ll,vi,z -> <1>,cd	confidence:0.949685534591195
cd,ll,vi,| -> <1>	confidence:1.0
<1>,ll,vi,| -> cd	confidence:0.9855072463768116
ll,vi,| -> <1>,cd	confidence:0.9855072463768116
cd,ls,mail,rm -> <1>	confidence:1.0
<1>,cd,mail,rm -> ls	confidence:0.9530201342281879
cd,mail,rm -> <1>,ls	confidence:0.9530201342281879
cd,ls,mail,vi -> <1>	confidence:1.0
<1>,ls,mail,vi -> cd	confidence:0.8451882845188284
ls,mail,vi -> <1>,cd	confidence:0.8451882845188284
<1>,cd,mail,vi -> ls	confidence:0.9439252336448598
cd,mail,vi -> <1>,ls	confidence:0.9439252336448598
cd,ls,make,rm -> <1>	confidence:1.0
<1>,ls,make,rm -> cd	confidence:0.9933333333333333
ls,make,rm -> <1>,cd	confidence:0.9933333333333333
cd,ls,make,vi -> <1>	confidence:1.0
<1>,ls,make,vi -> cd	confidence:0.993006993006993
ls,make,vi -> <1>,cd	confidence:0.993006993006993
cd,ls,man,rm -> <1>	confidence:1.0
<1>,ls,man,rm -> cd	confidence:0.968
ls,man,rm -> <1>,cd	confidence:0.968
cd,ls,man,vi -> <1>	confidence:1.0
<1>,ls,man,vi -> cd	confidence:0.9696969696969697
ls,man,vi -> <1>,cd	confidence:0.9696969696969697
cd,ls,mkdir,mv -> <1>	confidence:1.0
<1>,ls,mkdir,mv -> cd	confidence:0.9864864864864865
ls,mkdir,mv -> <1>,cd	confidence:0.9864864864864865
<1>,cd,mkdir,mv -> ls	confidence:0.9419354838709677
cd,mkdir,mv -> <1>,ls	confidence:0.9419354838709677
<1>,mkdir,mv -> cd,ls	confidence:0.9299363057324841
mkdir,mv -> <1>,cd,ls	confidence:0.9299363057324841
cd,ls,mkdir,rm -> <1>	confidence:1.0
<1>,ls,mkdir,rm -> cd	confidence:0.976
ls,mkdir,rm -> <1>,cd	confidence:0.976
<1>,cd,mkdir,rm -> ls	confidence:0.9457364341085271
cd,mkdir,rm -> <1>,ls	confidence:0.9457364341085271
<1>,mkdir,rm -> cd,ls	confidence:0.9242424242424242
mkdir,rm -> <1>,cd,ls	confidence:0.9242424242424242
cd,ls,mkdir,vi -> <1>	confidence:1.0
<1>,ls,mkdir,vi -> cd	confidence:0.968503937007874
ls,mkdir,vi -> <1>,cd	confidence:0.968503937007874
<1>,cd,mkdir,vi -> ls	confidence:0.8978102189781022
cd,mkdir,vi -> <1>,ls	confidence:0.8978102189781022
<1>,mkdir,vi -> cd,ls	confidence:0.8661971830985915
mkdir,vi -> <1>,cd,ls	confidence:0.8661971830985915
cd,ls,more,mv -> <1>	confidence:1.0
<1>,ls,more,mv -> cd	confidence:0.9710982658959537
ls,more,mv -> <1>,cd	confidence:0.9710982658959537
<1>,cd,more,mv -> ls	confidence:0.9940828402366864
cd,more,mv -> <1>,ls	confidence:0.9940828402366864
<1>,more,mv -> cd,ls	confidence:0.96
more,mv -> <1>,cd,ls	confidence:0.96
cd,ls,more,rm -> <1>	confidence:1.0
<1>,ls,more,rm -> cd	confidence:0.9259259259259259
ls,more,rm -> <1>,cd	confidence:0.9259259259259259
<1>,cd,more,rm -> ls	confidence:0.9803921568627451
cd,more,rm -> <1>,ls	confidence:0.9803921568627451
<1>,more,rm -> cd,ls	confidence:0.9009009009009009
more,rm -> <1>,cd,ls	confidence:0.9009009009009009
cd,ls,more,vi -> <1>	confidence:1.0
<1>,ls,more,vi -> cd	confidence:0.9526315789473684
ls,more,vi -> <1>,cd	confidence:0.9526315789473684
<1>,cd,more,vi -> ls	confidence:0.9731182795698925
cd,more,vi -> <1>,ls	confidence:0.9731182795698925
<1>,more,vi -> cd,ls	confidence:0.9072681704260651
more,vi -> <1>,cd,ls	confidence:0.9072681704260651
cd,ls,more,| -> <1>	confidence:1.0
<1>,ls,more,| -> cd	confidence:0.9455445544554455
ls,more,| -> <1>,cd	confidence:0.9408866995073891
<1>,cd,more,| -> ls	confidence:0.9455445544554455
cd,more,| -> <1>,ls	confidence:0.9455445544554455
cd,ls,mv,rm -> <1>	confidence:1.0
<1>,ls,mv,rm -> cd	confidence:0.9683377308707124
ls,mv,rm -> <1>,cd	confidence:0.9657894736842105
cd,ls,mv,vi -> <1>	confidence:1.0
<1>,ls,mv,vi -> cd	confidence:0.9571428571428572
ls,mv,vi -> <1>,cd	confidence:0.9571428571428572
cd,ls,mv,| -> <1>	confidence:1.0
<1>,ls,mv,| -> cd	confidence:0.9927536231884058
ls,mv,| -> <1>,cd	confidence:0.9927536231884058
cd,ls,pwd,rm -> <1>	confidence:1.0
<1>,ls,pwd,rm -> cd	confidence:0.9761904761904762
ls,pwd,rm -> <1>,cd	confidence:0.9761904761904762
cd,ls,pwd,vi -> <1>	confidence:1.0
<1>,ls,pwd,vi -> cd	confidence:0.993006993006993
ls,pwd,vi -> <1>,cd	confidence:0.993006993006993
cd,ls,quota,rm -> <1>	confidence:1.0
<1>,ls,quota,rm -> cd	confidence:0.8854961832061069
ls,quota,rm -> <1>,cd	confidence:0.8854961832061069
<1>,cd,quota,rm -> ls	confidence:0.928
cd,quota,rm -> <1>,ls	confidence:0.928
<1>,quota,rm -> cd,ls	confidence:0.8169014084507042
quota,rm -> <1>,cd,ls	confidence:0.8169014084507042
cd,ls,rm,vi -> <1>	confidence:1.0
<1>,ls,rm,vi -> cd	confidence:0.9180035650623886
ls,rm,vi -> <1>,cd	confidence:0.9180035650623886
cd,ls,rm,| -> <1>	confidence:1.0
<1>,ls,rm,| -> cd	confidence:0.9473684210526315
ls,rm,| -> <1>,cd	confidence:0.9473684210526315
cd,ls,vi,| -> <1>	confidence:1.0
<1>,ls,vi,| -> cd	confidence:0.9690265486725663
ls,vi,| -> <1>,cd	confidence:0.9690265486725663
cd,m,rm,vi -> <1>	confidence:1.0
<1>,m,rm,vi -> cd	confidence:0.9572649572649573
m,rm,vi -> <1>,cd	confidence:0.9572649572649573
cd,mail,rm,vi -> <1>	confidence:1.0
<1>,mail,rm,vi -> cd	confidence:0.8222222222222222
mail,rm,vi -> <1>,cd	confidence:0.8222222222222222
cd,make,rm,vi -> <1>	confidence:1.0
<1>,make,rm,vi -> cd	confidence:0.9876543209876543
make,rm,vi -> <1>,cd	confidence:0.9876543209876543
cd,man,rm,vi -> <1>	confidence:1.0
<1>,man,rm,vi -> cd	confidence:0.9822485207100592
man,rm,vi -> <1>,cd	confidence:0.9822485207100592
cd,more,mv,rm -> <1>	confidence:1.0
<1>,more,mv,rm -> cd	confidence:0.9692307692307692
more,mv,rm -> <1>,cd	confidence:0.9692307692307692
cd,more,mv,vi -> <1>	confidence:1.0
<1>,more,mv,vi -> cd	confidence:0.968503937007874
more,mv,vi -> <1>,cd	confidence:0.968503937007874
cd,more,rm,vi -> <1>	confidence:1.0
<1>,more,rm,vi -> cd	confidence:0.9509803921568627
more,rm,vi -> <1>,cd	confidence:0.9509803921568627
cd,more,vi,| -> <1>	confidence:1.0
<1>,more,vi,| -> cd	confidence:0.9571428571428572
more,vi,| -> <1>,cd	confidence:0.9571428571428572
cd,mv,rm,vi -> <1>	confidence:1.0
<1>,mv,rm,vi -> cd	confidence:0.9621451104100947
mv,rm,vi -> <1>,cd	confidence:0.9621451104100947
cd,mv,rm,| -> <1>	confidence:1.0
<1>,mv,rm,| -> cd	confidence:0.9930555555555556
mv,rm,| -> <1>,cd	confidence:0.9930555555555556
cd,mv,vi,| -> <1>	confidence:1.0
<1>,mv,vi,| -> cd	confidence:0.9861111111111112
mv,vi,| -> <1>,cd	confidence:0.9861111111111112
cd,pwd,rm,vi -> <1>	confidence:1.0
<1>,pwd,rm,vi -> cd	confidence:0.9922480620155039
pwd,rm,vi -> <1>,cd	confidence:0.9922480620155039
cd,rm,vi,| -> <1>	confidence:1.0
<1>,rm,vi,| -> cd	confidence:0.978494623655914
rm,vi,| -> <1>,cd	confidence:0.978494623655914
cp,exit,ls,vi -> <1>	confidence:1.0
<1>,cp,exit,vi -> ls	confidence:0.9916666666666667
cp,exit,vi -> <1>,ls	confidence:0.9916666666666667
cp,ll,mv,rm -> <1>	confidence:1.0
cp,ll,mv -> <1>,rm	confidence:0.8082191780821918
<1>,cp,ll,mv -> rm	confidence:0.8082191780821918
cp,ll,rm,vi -> <1>	confidence:1.0
cp,ls,more,vi -> <1>	confidence:1.0
<1>,cp,more,vi -> ls	confidence:0.9652173913043478
cp,more,vi -> <1>,ls	confidence:0.9652173913043478
cp,ls,mv,rm -> <1>	confidence:1.0
cp,ls,mv,vi -> <1>	confidence:1.0
cp,ls,rm,vi -> <1>	confidence:1.0
cp,mv,rm,vi -> <1>	confidence:1.0
elm,exit,fg,ls -> <1>	confidence:0.9769230769230769
<1>,exit,fg,ls -> elm	confidence:0.8581081081081081
exit,fg,ls -> <1>,elm	confidence:0.8410596026490066
elm,exit,ls,mail -> <1>	confidence:0.9821428571428571
<1>,exit,ls,mail -> elm	confidence:0.8291457286432161
exit,ls,mail -> <1>,elm	confidence:0.812807881773399
elm,exit,ls,rm -> <1>	confidence:1.0
<1>,elm,exit,rm -> ls	confidence:0.985781990521327
elm,exit,rm -> <1>,ls	confidence:0.985781990521327
elm,exit,ls,vi -> <1>	confidence:1.0
<1>,elm,exit,vi -> ls	confidence:0.8989169675090253
elm,exit,vi -> <1>,ls	confidence:0.8989169675090253
elm,exit,mail,vi -> <1>	confidence:1.0
<1>,exit,mail,vi -> elm	confidence:0.8484848484848485
exit,mail,vi -> <1>,elm	confidence:0.8484848484848485
elm,exit,rm,vi -> <1>	confidence:1.0
elm,fg,ls,more -> <1>	confidence:1.0
<1>,fg,ls,more -> elm	confidence:0.8275862068965517
fg,ls,more -> <1>,elm	confidence:0.8275862068965517
<1>,elm,fg,more -> ls	confidence:0.8633093525179856
elm,fg,more -> <1>,ls	confidence:0.8633093525179856
elm,fg,ls,rm -> <1>	confidence:1.0
<1>,elm,fg,rm -> ls	confidence:0.8475609756097561
elm,fg,rm -> <1>,ls	confidence:0.8475609756097561
elm,fg,ls,vi -> <1>	confidence:1.0
<1>,elm,fg,vi -> ls	confidence:0.802158273381295
elm,fg,vi -> <1>,ls	confidence:0.802158273381295
elm,fg,rm,vi -> <1>	confidence:1.0
elm,ls,mail,rm -> <1>	confidence:1.0
<1>,elm,mail,rm -> ls	confidence:0.9924812030075187
elm,mail,rm -> <1>,ls	confidence:0.9924812030075187
elm,ls,mail,vi -> <1>	confidence:1.0
<1>,elm,mail,vi -> ls	confidence:0.9211822660098522
elm,mail,vi -> <1>,ls	confidence:0.9211822660098522
elm,ls,more,rm -> <1>	confidence:1.0
<1>,elm,more,rm -> ls	confidence:0.9930555555555556
elm,more,rm -> <1>,ls	confidence:0.9930555555555556
elm,ls,more,vi -> <1>	confidence:1.0
<1>,elm,more,vi -> ls	confidence:0.9680851063829787
elm,more,vi -> <1>,ls	confidence:0.9680851063829787
elm,ls,mv,rm -> <1>	confidence:1.0
<1>,elm,mv,rm -> ls	confidence:0.8785714285714286
elm,mv,rm -> <1>,ls	confidence:0.8785714285714286
elm,ls,mv,vi -> <1>	confidence:1.0
<1>,elm,mv,vi -> ls	confidence:0.8376623376623377
elm,mv,vi -> <1>,ls	confidence:0.8376623376623377
elm,ls,rm,vi -> <1>	confidence:1.0
<1>,elm,rm,vi -> ls	confidence:0.8823529411764706
elm,rm,vi -> <1>,ls	confidence:0.8823529411764706
elm,more,rm,vi -> <1>	confidence:1.0
elm,mv,rm,vi -> <1>	confidence:1.0
exit,fg,ls,vi -> <1>	confidence:1.0
<1>,exit,fg,vi -> ls	confidence:0.9105691056910569
exit,fg,vi -> <1>,ls	confidence:0.9105691056910569
exit,ls,mail,vi -> <1>	confidence:1.0
<1>,exit,mail,vi -> ls	confidence:0.9393939393939394
exit,mail,vi -> <1>,ls	confidence:0.9393939393939394
exit,ls,more,rm -> <1>	confidence:1.0
<1>,exit,more,rm -> ls	confidence:1.0
exit,more,rm -> <1>,ls	confidence:1.0
exit,ls,more,vi -> <1>	confidence:1.0
<1>,exit,more,vi -> ls	confidence:0.98125
exit,more,vi -> <1>,ls	confidence:0.98125
exit,ls,mv,rm -> <1>	confidence:1.0
<1>,exit,mv,rm -> ls	confidence:0.992
exit,mv,rm -> <1>,ls	confidence:0.992
exit,ls,mv,vi -> <1>	confidence:1.0
<1>,exit,mv,vi -> ls	confidence:0.9918032786885246
exit,mv,vi -> <1>,ls	confidence:0.9918032786885246
exit,ls,rm,vi -> <1>	confidence:1.0
<1>,exit,rm,vi -> ls	confidence:0.9819819819819819
exit,rm,vi -> <1>,ls	confidence:0.9819819819819819
fg,ls,more,vi -> <1>	confidence:1.0
<1>,fg,more,vi -> ls	confidence:0.9823008849557522
fg,more,vi -> <1>,ls	confidence:0.9823008849557522
fg,ls,rm,vi -> <1>	confidence:1.0
grep,ls,rm,vi -> <1>	confidence:1.0
grep,ls,vi,| -> <1>	confidence:1.0
k,ll,m,rm -> <1>	confidence:1.0
<1>,k,m,rm -> ll	confidence:1.0
k,m,rm -> <1>,ll	confidence:1.0
k,ll,m,vi -> <1>	confidence:1.0
<1>,k,m,vi -> ll	confidence:0.9915254237288136
k,m,vi -> <1>,ll	confidence:0.9915254237288136
k,ll,m,z -> <1>	confidence:1.0
<1>,k,m,z -> ll	confidence:0.9790209790209791
k,m,z -> <1>,ll	confidence:0.9790209790209791
ll,ls,rm,vi -> <1>	confidence:1.0
ll,man,rm,vi -> <1>	confidence:1.0
ll,mv,rm,vi -> <1>	confidence:1.0
ls,mail,rm,vi -> <1>	confidence:1.0
<1>,mail,rm,vi -> ls	confidence:0.9777777777777777
mail,rm,vi -> <1>,ls	confidence:0.9777777777777777
ls,make,rm,vi -> <1>	confidence:1.0
<1>,ls,make,vi -> rm	confidence:0.8041958041958042
ls,make,vi -> <1>,rm	confidence:0.8041958041958042
ls,more,mv,rm -> <1>	confidence:1.0
<1>,more,mv,rm -> ls	confidence:1.0
more,mv,rm -> <1>,ls	confidence:1.0
ls,more,mv,vi -> <1>	confidence:1.0
<1>,more,mv,vi -> ls	confidence:0.984251968503937
more,mv,vi -> <1>,ls	confidence:0.984251968503937
ls,more,rm,vi -> <1>	confidence:1.0
<1>,more,rm,vi -> ls	confidence:0.9852941176470589
more,rm,vi -> <1>,ls	confidence:0.9852941176470589
ls,more,vi,| -> <1>	confidence:1.0
<1>,more,vi,| -> ls	confidence:0.95
more,vi,| -> <1>,ls	confidence:0.95
ls,mv,rm,vi -> <1>	confidence:1.0
ls,rm,vi,| -> <1>	confidence:1.0
<3>,cd,ll,rm -> <2>	confidence:0.9424460431654677
<2>,<3>,ll,rm -> cd	confidence:1.0
<3>,ll,rm -> <2>,cd	confidence:0.9357142857142857
<3>,cd,ll,vi -> <2>	confidence:0.957983193277311
<2>,<3>,ll,vi -> cd	confidence:1.0
<3>,ll,vi -> <2>,cd	confidence:0.957983193277311
<3>,cd,ls,rm -> <2>	confidence:0.8840579710144928
<2>,<3>,ls,rm -> cd	confidence:1.0
<3>,ls,rm -> <2>,cd	confidence:0.8776978417266187
<3>,cd,mv,rm -> <2>	confidence:0.9918032786885246
<2>,<3>,mv,rm -> cd	confidence:1.0
<3>,mv,rm -> <2>,cd	confidence:0.9918032786885246
<3>,cd,rm,vi -> <2>	confidence:0.9705882352941176
<2>,<3>,rm,vi -> cd	confidence:1.0
<3>,rm,vi -> <2>,cd	confidence:0.9705882352941176
>,cd,cp,rm -> <2>	confidence:1.0
<2>,>,cp,rm -> cd	confidence:0.9925925925925926
>,cp,rm -> <2>,cd	confidence:0.9925925925925926
>,cp -> <2>,cd,rm	confidence:0.8023952095808383
<2>,>,cp -> cd,rm	confidence:0.8121212121212121
>,cd,cp -> <2>,rm	confidence:0.8072289156626506
<2>,>,cd,cp -> rm	confidence:0.8170731707317073
>,cd,cp,vi -> <2>	confidence:1.0
<2>,>,cp,vi -> cd	confidence:0.9921875
>,cp,vi -> <2>,cd	confidence:0.9921875
>,cd,ll,rm -> <2>	confidence:0.95625
<2>,>,ll,rm -> cd	confidence:0.9870967741935484
>,ll,rm -> <2>,cd	confidence:0.9444444444444444
>,cd,ll,vi -> <2>	confidence:0.9645390070921985
<2>,>,ll,vi -> cd	confidence:0.9855072463768116
>,ll,vi -> <2>,cd	confidence:0.951048951048951
>,cd,ls,rm -> <2>	confidence:0.9221556886227545
<2>,>,ls,rm -> cd	confidence:0.9871794871794872
>,ls,rm -> <2>,cd	confidence:0.8901734104046243
>,cd,ls,vi -> <2>	confidence:0.9300699300699301
<2>,>,ls,vi -> cd	confidence:0.9925373134328358
>,ls,vi -> <2>,cd	confidence:0.8986486486486487
>,cd,mv,rm -> <2>	confidence:1.0
<2>,>,mv,rm -> cd	confidence:0.9925925925925926
>,mv,rm -> <2>,cd	confidence:0.9925925925925926
>,cd,mv,vi -> <2>	confidence:1.0
<2>,>,mv,vi -> cd	confidence:0.9920634920634921
>,mv,vi -> <2>,cd	confidence:0.9920634920634921
>,cd,rm,vi -> <2>	confidence:0.9447513812154696
<2>,>,rm,vi -> cd	confidence:0.9827586206896551
>,rm,vi -> <2>,cd	confidence:0.9047619047619048
>,ll,rm,vi -> <2>	confidence:0.975
<2>,>,ll,vi -> rm	confidence:0.8478260869565217
>,ll,vi -> <2>,rm	confidence:0.8181818181818182
cat,cd,ll,rm -> <2>	confidence:0.930379746835443
<2>,cat,ll,rm -> cd	confidence:1.0
cat,ll,rm -> <2>,cd	confidence:0.9245283018867925
<2>,cat,cd,rm -> ll	confidence:0.8121546961325967
<2>,cat,rm -> cd,ll	confidence:0.8121546961325967
cat,cd,ll,vi -> <2>	confidence:0.8944099378881988
<2>,cat,ll,vi -> cd	confidence:0.993103448275862
cat,ll,vi -> <2>,cd	confidence:0.8888888888888888
cat,cd,rm,vi -> <2>	confidence:0.9424460431654677
<2>,cat,rm,vi -> cd	confidence:1.0
cat,rm,vi -> <2>,cd	confidence:0.9290780141843972
cat,ll,rm,vi -> <2>	confidence:0.9411764705882353
<2>,cat,rm,vi -> ll	confidence:0.8549618320610687
cd,cp,elm,ls -> <2>	confidence:1.0
<2>,cp,elm,ls -> cd	confidence:0.9448818897637795
cp,elm,ls -> <2>,cd	confidence:0.9448818897637795
cd,cp,elm -> <2>,ls	confidence:0.8108108108108109
<2>,cd,cp,elm -> ls	confidence:0.8108108108108109
cd,cp,elm,vi -> <2>	confidence:1.0
<2>,cp,elm,vi -> cd	confidence:0.9453125
cp,elm,vi -> <2>,cd	confidence:0.9453125
cd,cp,elm -> <2>,vi	confidence:0.8175675675675675
<2>,cd,cp,elm -> vi	confidence:0.8175675675675675
cd,cp,exit,ls -> <2>	confidence:1.0
<2>,cp,exit,ls -> cd	confidence:0.961038961038961
cp,exit,ls -> <2>,cd	confidence:0.961038961038961
cp,exit -> <2>,cd,ls	confidence:0.9367088607594937
<2>,cp,exit -> cd,ls	confidence:0.9367088607594937
cd,cp,exit -> <2>,ls	confidence:0.9866666666666667
<2>,cd,cp,exit -> ls	confidence:0.9866666666666667
cd,cp,exit,vi -> <2>	confidence:1.0
<2>,cp,exit,vi -> cd	confidence:0.9583333333333334
cp,exit,vi -> <2>,cd	confidence:0.9583333333333334
cd,cp,grep,ll -> <2>	confidence:1.0
<2>,cp,grep,ll -> cd	confidence:1.0
cp,grep,ll -> <2>,cd	confidence:1.0
cd,cp,grep,rm -> <2>	confidence:1.0
<2>,cp,grep,rm -> cd	confidence:1.0
cp,grep,rm -> <2>,cd	confidence:1.0
cd,cp,grep,vi -> <2>	confidence:1.0
<2>,cp,grep,vi -> cd	confidence:1.0
cp,grep,vi -> <2>,cd	confidence:1.0
cp,grep -> <2>,cd,vi	confidence:0.8588957055214724
<2>,cp,grep -> cd,vi	confidence:0.8588957055214724
cd,cp,grep -> <2>,vi	confidence:0.8588957055214724
<2>,cd,cp,grep -> vi	confidence:0.8588957055214724
cd,cp,ll,ls -> <2>	confidence:0.9922480620155039
<2>,cp,ll,ls -> cd	confidence:1.0
cp,ll,ls -> <2>,cd	confidence:0.9922480620155039
cd,cp,ll,mv -> <2>	confidence:1.0
<2>,cp,ll,mv -> cd	confidence:0.9931506849315068
cp,ll,mv -> <2>,cd	confidence:0.9931506849315068
cd,cp,ll,rm -> <2>	confidence:1.0
<2>,cp,ll,rm -> cd	confidence:0.9898477157360406
cp,ll,rm -> <2>,cd	confidence:0.9898477157360406
cd,cp,ll,vi -> <2>	confidence:1.0
<2>,cp,ll,vi -> cd	confidence:0.9901477832512315
cp,ll,vi -> <2>,cd	confidence:0.9901477832512315
cd,cp,ls,more -> <2>	confidence:1.0
<2>,cp,ls,more -> cd	confidence:0.9801324503311258
cp,ls,more -> <2>,cd	confidence:0.9801324503311258
<2>,cd,cp,more -> ls	confidence:0.961038961038961
cd,cp,more -> <2>,ls	confidence:0.961038961038961
<2>,cp,more -> cd,ls	confidence:0.9367088607594937
cp,more -> <2>,cd,ls	confidence:0.9367088607594937
cd,cp,ls,mv -> <2>	confidence:1.0
<2>,cp,ls,mv -> cd	confidence:0.9914529914529915
cp,ls,mv -> <2>,cd	confidence:0.9914529914529915
cd,cp,ls,rm -> <2>	confidence:1.0
<2>,cp,ls,rm -> cd	confidence:0.979933110367893
cp,ls,rm -> <2>,cd	confidence:0.979933110367893
cd,cp,ls,vi -> <2>	confidence:1.0
<2>,cp,ls,vi -> cd	confidence:0.9822485207100592
cp,ls,vi -> <2>,cd	confidence:0.9822485207100592
cd,cp,ls,| -> <2>	confidence:1.0
<2>,cp,ls,| -> cd	confidence:0.9824561403508771
cp,ls,| -> <2>,cd	confidence:0.9824561403508771
cd,cp,make,rm -> <2>	confidence:1.0
<2>,cp,make,rm -> cd	confidence:1.0
cp,make,rm -> <2>,cd	confidence:1.0
cp,make -> <2>,cd,rm	confidence:0.8142857142857143
<2>,cp,make -> cd,rm	confidence:0.8201438848920863
cd,cp,make -> <2>,rm	confidence:0.8142857142857143
<2>,cd,cp,make -> rm	confidence:0.8201438848920863
cd,cp,more,vi -> <2>	confidence:1.0
<2>,cp,more,vi -> cd	confidence:0.9826086956521739
cp,more,vi -> <2>,cd	confidence:0.9826086956521739
cd,cp,mv,rm -> <2>	confidence:1.0
<2>,cp,mv,rm -> cd	confidence:0.9870689655172413
cp,mv,rm -> <2>,cd	confidence:0.9870689655172413
cd,cp,mv,vi -> <2>	confidence:1.0
<2>,cp,mv,vi -> cd	confidence:0.9826086956521739
cp,mv,vi -> <2>,cd	confidence:0.9826086956521739
cd,cp,rm,vi -> <2>	confidence:1.0
<2>,cp,rm,vi -> cd	confidence:0.9735099337748344
cp,rm,vi -> <2>,cd	confidence:0.9735099337748344
cd,cp,rm,| -> <2>	confidence:1.0
<2>,cp,rm,| -> cd	confidence:0.983739837398374
cp,rm,| -> <2>,cd	confidence:0.983739837398374
cd,cp,vi,| -> <2>	confidence:1.0
<2>,cp,vi,| -> cd	confidence:1.0
cp,vi,| -> <2>,cd	confidence:1.0
<2>,cd,cp,| -> vi	confidence:0.8074534161490683
cd,cp,| -> <2>,vi	confidence:0.8074534161490683
<2>,elm,exit,ls -> cd	confidence:0.8808290155440415
<2>,cd,elm,exit -> ls	confidence:0.9770114942528736
<2>,elm,exit,vi -> cd	confidence:0.8992805755395683
<2>,elm,fg,ls -> cd	confidence:0.9119496855345912
<2>,cd,elm,fg -> ls	confidence:0.8100558659217877
<2>,elm,fg,vi -> cd	confidence:0.9263803680981595
<2>,cd,elm,fg -> vi	confidence:0.8435754189944135
<2>,elm,ls,mail -> cd	confidence:0.8467153284671532
<2>,cd,elm,mail -> ls	confidence:0.9914529914529915
<2>,elm,ls,more -> cd	confidence:0.9172413793103448
<2>,cd,elm,more -> ls	confidence:0.9637681159420289
<2>,elm,more -> cd,ls	confidence:0.869281045751634
cd,elm,ls,mv -> <2>	confidence:0.9937106918238994
<2>,elm,ls,mv -> cd	confidence:0.9294117647058824
elm,ls,mv -> <2>,cd	confidence:0.9239766081871345
<2>,cd,elm,mv -> ls	confidence:0.8404255319148937
cd,elm,mv -> <2>,ls	confidence:0.8359788359788359
<2>,elm,ls,rm -> cd	confidence:0.9041095890410958
<2>,cd,elm,rm -> ls	confidence:0.8354430379746836
<2>,elm,ls,vi -> cd	confidence:0.9183673469387755
<2>,cd,elm,vi -> ls	confidence:0.8181818181818182
<2>,elm,more,vi -> cd	confidence:0.9416666666666667
<2>,cd,elm,more -> vi	confidence:0.8188405797101449
cd,elm,mv,rm -> <2>	confidence:0.9922480620155039
<2>,elm,mv,rm -> cd	confidence:0.920863309352518
elm,mv,rm -> <2>,cd	confidence:0.9142857142857143
cd,elm,mv,vi -> <2>	confidence:0.9929078014184397
<2>,elm,mv,vi -> cd	confidence:0.9150326797385621
elm,mv,vi -> <2>,cd	confidence:0.9090909090909091
<2>,elm,rm,vi -> cd	confidence:0.9113300492610837
<2>,exit,ls,more -> cd	confidence:0.9774436090225563
<2>,cd,exit,more -> ls	confidence:0.9923664122137404
<2>,exit,more -> cd,ls	confidence:0.9629629629629629
cd,exit,ls,mv -> <2>	confidence:1.0
<2>,exit,ls,mv -> cd	confidence:0.9421965317919075
exit,ls,mv -> <2>,cd	confidence:0.9421965317919075
<2>,cd,exit,mv -> ls	confidence:0.9939024390243902
cd,exit,mv -> <2>,ls	confidence:0.9939024390243902
<2>,exit,mv -> cd,ls	confidence:0.9367816091954023
exit,mv -> <2>,cd,ls	confidence:0.9367816091954023
<2>,exit,ls,rm -> cd	confidence:0.9348837209302325
<2>,cd,exit,rm -> ls	confidence:0.9852941176470589
<2>,exit,rm -> cd,ls	confidence:0.9178082191780822
<2>,exit,ls,vi -> cd	confidence:0.9464285714285714
<2>,cd,exit,vi -> ls	confidence:0.977859778597786
<2>,exit,vi -> cd,ls	confidence:0.9137931034482759
cd,exit,mv,rm -> <2>	confidence:1.0
<2>,exit,mv,rm -> cd	confidence:0.936
exit,mv,rm -> <2>,cd	confidence:0.936
cd,exit,mv,vi -> <2>	confidence:1.0
<2>,exit,mv,vi -> cd	confidence:0.9262295081967213
exit,mv,vi -> <2>,cd	confidence:0.9262295081967213
<2>,exit,rm,vi -> cd	confidence:0.9407894736842105
<2>,fg,ls,rm -> cd	confidence:0.937984496124031
<2>,fg,ls,vi -> cd	confidence:0.9613259668508287
<2>,cd,fg,ls -> vi	confidence:0.8207547169811321
cd,fg,rm,vi -> <2>	confidence:0.8518518518518519
<2>,fg,rm,vi -> cd	confidence:0.9583333333333334
<2>,finger,ls,vi -> cd	confidence:0.9603174603174603
cd,grep,ll,rm -> <2>	confidence:0.9782608695652174
<2>,grep,ll,rm -> cd	confidence:1.0
grep,ll,rm -> <2>,cd	confidence:0.9712230215827338
